LiaisonId,EstFerie,EstVacances,liaison_frequence
1142,False,False,204
1143,False,False,240
1144,False,False,300
1145,False,False,47
1146,False,False,71
1147,False,False,397
1148,False,False,9
1149,False,False,27
1150,False,False,104
1151,False,False,75
1152,False,False,49
1153,False,False,18
1154,False,False,1
1155,False,False,127
1156,False,False,53
1157,False,False,32
1158,False,False,45
1159,False,False,110
1160,False,False,198
1161,False,False,225
1162,False,False,93
1163,False,False,108
1164,False,False,222
1165,False,False,68
1166,False,False,105
1167,False,False,97
1168,False,False,84
1169,False,False,82
1170,False,False,124
1171,False,False,133
1172,False,False,185
1173,False,False,77
1174,False,False,77
1175,False,False,371
1176,False,False,77
1177,False,False,101
1178,False,False,98
1179,False,False,718
1180,False,False,146
1181,False,False,407
1182,False,False,730
1183,False,False,27
1184,False,False,41
1185,False,False,14
1186,False,False,25
1187,False,False,547
1188,False,False,527
1189,False,False,658
1190,False,False,81
1191,False,False,164
1192,False,False,694
1193,False,False,1
1194,False,False,9
1195,False,False,40
1196,False,False,231
1197,False,False,139
1198,False,False,97
1199,False,False,46
1200,False,False,362
1201,False,False,65
1202,False,False,22
1203,False,False,62
1204,False,False,67
1205,False,False,620
1206,False,False,73
1207,False,False,151
1208,False,False,28
1209,False,False,7
1210,False,False,7
1211,False,False,10
1212,False,False,6
1213,False,False,240
1214,False,False,457
1215,False,False,365
1216,False,False,31
1217,False,False,68
1218,False,False,453
1219,False,False,11
1220,False,False,23
1221,False,False,121
1222,False,False,52
1223,False,False,57
1224,False,False,19
1225,False,False,1
1226,False,False,103
1227,False,False,87
1228,False,False,28
1229,False,False,19
1230,False,False,565
1231,False,False,159
1232,False,False,319
1233,False,False,44
1234,False,False,19
1235,False,False,17
1236,False,False,1
1237,False,False,9
1238,False,False,328
1239,False,False,360
1240,False,False,374
1241,False,False,55
1242,False,False,83
1243,False,False,453
1244,False,False,19
1245,False,False,29
1246,False,False,125
1247,False,False,88
1248,False,False,71
1249,False,False,31
1250,False,False,114
1251,False,False,41
1252,False,False,24
1253,False,False,472
1254,False,False,89
1255,False,False,152
1256,False,False,26
1257,False,False,10
1258,False,False,8
1260,False,False,3
1261,False,False,156
1262,False,False,199
1263,False,False,217
1264,False,False,20
1265,False,False,51
1266,False,False,328
1268,False,False,5
1269,False,False,15
1270,False,False,86
1271,False,False,38
1272,False,False,47
1273,False,False,10
1274,False,False,1
1275,False,False,85
1276,False,False,34
1277,False,False,19
1278,False,False,277
1279,False,False,611
1280,False,False,731
1281,False,False,1
1282,False,False,244
1283,False,False,151
1284,False,False,545
1285,False,False,447
1286,False,False,489
1287,False,False,638
1288,False,False,600
1289,False,False,646
1290,False,False,86
1291,False,False,182
1292,False,False,682
1294,False,False,26
1295,False,False,68
1296,False,False,187
1297,False,False,112
1298,False,False,71
1299,False,False,46
1300,False,False,3
1301,False,False,209
1302,False,False,49
1303,False,False,26
1304,False,False,80
1305,False,False,69
1306,False,False,30
1307,False,False,23
1308,False,False,62
1309,False,False,52
1310,False,False,58
1311,False,False,81
1312,False,False,74
1313,False,False,99
1314,False,False,7
1315,False,False,36
1316,False,False,94
1317,False,False,1
1318,False,False,53
1319,False,False,6
1320,False,False,7
1321,False,False,1
1322,False,False,6
1323,False,False,184
1324,False,False,235
1325,False,False,235
1326,False,False,38
1327,False,False,86
1328,False,False,280
1329,False,False,1
1330,False,False,12
1331,False,False,11
1332,False,False,64
1333,False,False,54
1334,False,False,20
1335,False,False,15
1336,False,False,64
1338,False,False,386
1339,False,False,224
1340,False,False,635
1341,False,False,397
1342,False,False,347
1343,False,False,476
1344,False,False,402
1345,False,False,415
1346,False,False,86
1347,False,False,137
1348,False,False,541
1349,False,False,48
1350,False,False,22
1351,False,False,209
1352,False,False,139
1353,False,False,271
1354,False,False,146
1355,False,False,82
1356,False,False,45
1357,False,False,6
1358,False,False,39
1359,False,False,164
1360,False,False,222
1361,False,False,442
1362,False,False,260
1363,False,False,220
1364,False,False,279
1365,False,False,192
1366,False,False,217
1367,False,False,33
1368,False,False,57
1369,False,False,201
1370,False,False,12
1371,False,False,1
1372,False,False,36
1373,False,False,33
1374,False,False,43
1375,False,False,29
1376,False,False,9
1377,False,False,4
1378,False,False,46
1379,False,False,116
1380,False,False,76
1381,False,False,45
1382,False,False,53
1383,False,False,24
1384,False,False,28
1385,False,False,8
1386,False,False,41
1387,False,False,1
1388,False,False,2
1389,False,False,3
1390,False,False,3
1391,False,False,247
1392,False,False,227
1393,False,False,327
1394,False,False,183
1395,False,False,188
1396,False,False,37
1397,False,False,60
1398,False,False,208
1399,False,False,14
1400,False,False,30
1401,False,False,44
1402,False,False,69
1403,False,False,45
1404,False,False,23
1405,False,False,12
1406,False,False,2
1407,False,False,65
1408,False,False,108
1409,False,False,255
1410,False,False,126
1411,False,False,154
1412,False,False,19
1413,False,False,58
1414,False,False,128
1415,False,False,30
1416,False,False,24
1417,False,False,15
1418,False,False,46
1419,False,False,34
1420,False,False,21
1421,False,False,3
1422,False,False,38
1423,False,False,267
1424,False,False,145
1425,False,False,144
1426,False,False,25
1427,False,False,41
1428,False,False,103
1429,False,False,16
1430,False,False,2
1431,False,False,12
1432,False,False,9
1433,False,False,29
1434,False,False,15
1435,False,False,5
1436,False,False,6
1437,False,False,27
1438,False,False,341
1439,False,False,352
1440,False,False,54
1441,False,False,85
1442,False,False,400
1443,False,False,3
1444,False,False,30
1445,False,False,7
1446,False,False,40
1447,False,False,82
1448,False,False,63
1449,False,False,30
1450,False,False,14
1451,False,False,1
1452,False,False,88
1453,False,False,5
1454,False,False,21
1455,False,False,136
1456,False,False,416
1457,False,False,4
1458,False,False,12
1459,False,False,10
1460,False,False,25
1461,False,False,89
1462,False,False,54
1463,False,False,21
1464,False,False,17
1466,False,False,56
1467,False,False,136
1468,False,False,293
1469,False,False,682
1470,False,False,14
1471,False,False,12
1472,False,False,181
1473,False,False,94
1474,False,False,214
1475,False,False,329
1476,False,False,237
1477,False,False,82
1478,False,False,60
1479,False,False,9
1480,False,False,279
1481,False,False,42
1482,False,False,116
1483,False,False,1
1484,False,False,21
1485,False,False,3
1486,False,False,32
1487,False,False,69
1488,False,False,42
1489,False,False,27
1490,False,False,6
1491,False,False,2
1492,False,False,30
1493,False,False,228
1494,False,False,11
1495,False,False,34
1496,False,False,14
1497,False,False,51
1498,False,False,84
1499,False,False,56
1500,False,False,49
1501,False,False,21
1502,False,False,1
1503,False,False,61
1504,False,False,26
1505,False,False,47
1506,False,False,20
1507,False,False,359
1508,False,False,313
1509,False,False,421
1510,False,False,597
1511,False,False,403
1512,False,False,230
1513,False,False,1
1514,False,False,140
1515,False,False,35
1516,False,False,1
1517,False,False,530
1518,False,False,1
1520,False,False,4
1521,False,False,14
1522,False,False,3
1523,False,False,5
1524,False,False,3
1525,False,False,9
1526,False,False,2
1527,False,False,2
1528,False,False,2
1529,False,False,15
1530,False,False,15
1531,False,False,1
1532,False,False,3
1533,False,False,21
1534,False,False,3
1535,False,False,22
1536,False,False,5
1537,False,False,8
1538,False,False,9
1539,False,False,70
1540,False,False,76
1541,False,False,67
1542,False,False,23
1543,False,False,4
1544,False,False,84
1545,False,False,397
1546,False,False,156
1547,False,False,1
1548,False,False,84
1549,False,False,20
1550,False,False,221
1551,False,False,189
1552,False,False,1
1553,False,False,96
1554,False,False,15
1555,False,False,338
1556,False,False,6
1557,False,False,215
1558,False,False,17
1559,False,False,314
1560,False,False,1
1561,False,False,1
1562,False,False,3
1563,False,False,18
1564,False,False,305
1565,False,False,49
1566,False,False,9
1567,False,False,52
1568,False,False,1
1569,False,False,4
1570,False,False,9
1571,False,False,7
1572,False,False,1
1574,False,False,1
1575,False,False,7
1576,False,False,5
1577,False,False,1
1578,False,False,28
1579,False,False,7
1581,False,False,2
1583,False,False,1
1584,False,False,1
1585,False,False,2
1586,False,False,7
1587,False,False,8
1588,False,False,6
1589,False,False,27
1590,False,False,2
1591,False,False,57
1592,False,False,51
1593,False,False,23
1594,False,False,119
1595,False,False,56
1596,False,False,144
1597,False,False,6
1599,False,False,3
1600,False,False,16
1601,False,False,38
1602,False,False,6
1603,False,False,73
1604,False,False,5
1605,False,False,113
1606,False,False,21
1607,False,False,64
1608,False,False,107
1611,False,False,2
1612,False,False,6
1613,False,False,10
1614,False,False,42
1615,False,False,8
1616,False,False,91
1617,False,False,8
1618,False,False,57
1619,False,False,25
1620,False,False,2
1621,False,False,58
1622,False,False,58
1623,False,False,73
1624,False,False,38
1625,False,False,63
1626,False,False,27
1627,False,False,228
1628,False,False,81
1629,False,False,190
1630,False,False,84
1631,False,False,132
1632,False,False,34
1633,False,False,8
1634,False,False,11
1635,False,False,59
1636,False,False,76
1637,False,False,11
1638,False,False,97
1639,False,False,32
1640,False,False,108
1641,False,False,14
1642,False,False,67
1643,False,False,95
1644,False,False,9
1645,False,False,3
1646,False,False,8
1647,False,False,44
1648,False,False,53
1649,False,False,14
1650,False,False,53
1651,False,False,12
1652,False,False,74
1653,False,False,5
1654,False,False,55
1655,False,False,62
1656,False,False,28
1657,False,False,198
1658,False,False,97
1659,False,False,108
1660,False,False,69
1661,False,False,23
1662,False,False,14
1663,False,False,99
1664,False,False,73
1665,False,False,208
1666,False,False,139
1667,False,False,25
1668,False,False,64
1669,False,False,62
1670,False,False,57
1671,False,False,2
1672,False,False,1
1673,False,False,1
1675,False,False,135
1676,False,False,54
1677,False,False,57
1678,False,False,77
1679,False,False,60
1680,False,False,57
1681,False,False,61
1682,False,False,106
1683,False,False,14
1684,False,False,71
1685,False,False,69
1686,False,False,42
1687,False,False,139
1688,False,False,20
1689,False,False,36
1690,False,False,176
1691,False,False,10
1692,False,False,37
1693,False,False,109
1694,False,False,144
1695,False,False,37
1696,False,False,10
1697,False,False,17
1698,False,False,19
1699,False,False,12
1700,False,False,13
1701,False,False,12
1702,False,False,24
1703,False,False,1
1704,False,False,18
1705,False,False,3
1706,False,False,6
1707,False,False,34
1708,False,False,2
1709,False,False,6
